Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ALGRR,Allegro Merger Corp.,0.29,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
ALGRU,Allegro Merger Corp.,10.32,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
ALGRW,Allegro Merger Corp.,0.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
ALNA,"Allena Pharmaceuticals, Inc.",7.03,$145.95M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
AGN,Allergan plc.,142.57,$48.09B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
ALE,"Allete, Inc.",74.5,$3.83B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.7,$117.2M,2002,n/a,n/a,https://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,161.7,$8.81B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads
AMMA,"Alliance MMA, Inc.",0.1751,$3.06M,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma
AFB,Alliance National Municipal Income Fund Inc,12.32,$354.14M,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb
ARLP,"Alliance Resource Partners, L.P.",18.66,$2.43B,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp
AWF,Alliance World Dollar Government Fund II,10.95,$944.21M,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,28.1,$2.71B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,41.72,$9.85B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,8.41,$153.54M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,5.5,$492.01M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,23.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,4.81,$362.91M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,23.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,19.2,$197.98M,2015,n/a,n/a,https://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,18.86,$522.59M,2007,n/a,n/a,https://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",10.96,$1.04B,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj
AHPI,"Allied Healthcare Products, Inc.",1.79,$7.18M,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",44.28,$419.61M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",2.24,$11.21M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
ALSN,"Allison Transmission Holdings, Inc.",44.27,$5.74B,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn
ALLO,"Allogene Therapeutics, Inc.",26.47,$3.22B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo
ALLT,Allot Communications Ltd.,6.14,$207.01M,2006,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",10.1,$1.76B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx
ALL,Allstate Corporation (The),82.67,$28.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),24.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),24.2649,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b
ALL^D,Allstate Corporation (The),25.395,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),25.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),25.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f
ALL^G,Allstate Corporation (The),24.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g
ALLY,Ally Financial Inc.,23.42,$9.67B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,25.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a
AAU,"Almaden Minerals, Ltd.",0.7088,$79.13M,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aau
ALNY,"Alnylam Pharmaceuticals, Inc.",75.2,$7.6B,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,10.44,$248.35M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl
APT,"Alpha Pro Tech, Ltd.",3.95,$53.84M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/apt
GOOG,Alphabet Inc.,1070.71,$744.64B,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1078.07,$749.76B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,21.4599,$21.46M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",2.2,$95.07M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec
ALPN,"Alpine Immune Sciences, Inc.",4.67,$64.69M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
AMR,"Alta Mesa Resources, Inc.",1.28,$487.53M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
AMRWW,"Alta Mesa Resources, Inc.",0.0878,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
AABA,Altaba Inc.,58.72,$35.38B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba
ALTR,Altair Engineering Inc.,27.11,$1.91B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr
AYX,"Alteryx, Inc.",62.38,$3.83B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",17.41,$12.45B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
ALT,"Altimmune, Inc.",2.62,$22.94M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
AAMC,Altisource Asset Management Corp,29.76,$48.6M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/aamc
ASPS,Altisource Portfolio Solutions S.A.,22.35,$372.67M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,26.44,$1.7B,2006,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc
MO,Altria Group,50.3,$94.52B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
ALTM,Altus Midstream Company,8.11,$2.64B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/altm
ACH,Aluminum Corporation of China Limited,7.98,$4.76B,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach
ALZH,"Alzheon, Inc.",n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alzh
AMAG,"AMAG Pharmaceuticals, Inc.",16.19,$560.28M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,19.14,$608.11M,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal
AMRN,Amarin Corporation plc,13.2,$4.31B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",12.35,$86.84M,n/a,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",1575.39,$770.32B,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",18.11,$821.04M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",8.919,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",36.11,$1.16B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
AMBR,"Amber Road, Inc.",8.2,$227.9M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,4.42,$69.48B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev
AMBO,Ambow Education Holding Ltd.,5.7544,$124.14M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ambo
AMC,"AMC Entertainment Holdings, Inc.",13.54,$1.4B,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc
AMCX,AMC Networks Inc.,57.17,$3.23B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx
AMCI,AMCI Acquisition Corp.,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amci
AMCIU,AMCI Acquisition Corp.,9.95,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,n/a,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciw
DIT,AMCON Distributing Company,95.1818,$58.76M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dit
DOX,Amdocs Limited,58.34,$8.14B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox
AMED,Amedisys Inc,114.24,$3.64B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
UHAL,Amerco,336.22,$6.59B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal
AEE,Ameren Corporation,64.59,$15.78B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",14.54,$668.5M,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc
AMRH,"Ameri Holdings, Inc.",0.22,$8.71M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.0893,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
ATAX,"America First Multifamily Investors, L.P.",5.65,$341.94M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",14.4101,$47.58B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",14.66,$48.4B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AAL,"American Airlines Group, Inc.",32.04,$14.76B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal
AAT,"American Assets Trust, Inc.",39.63,$1.87B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",11.78,$1.32B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,41.19,$5.64B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",19.17,$3.38B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",73.44,$36.21B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
AETI,"American Electric Technologies, Inc.",0.8368,$7.59M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti
AEL,American Equity Investment Life Holding Company,29.09,$2.63B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael
AXP,American Express Company,97.64,$83.41B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AFIN,"American Finance Trust, Inc.",13.37,$1.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
AFG,"American Financial Group, Inc.",90.47,$8.07B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",25.79,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",25.49,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,19.66,$5.83B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,23.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,22.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,21.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,21.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,22.9601,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",40.18,$35.55B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws
AMID,"American Midstream Partners, LP",4,$215.26M,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
AMNB,"American National Bankshares, Inc.",30.96,$269.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,126.7,$3.41B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,12.97,$707.38M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",28.96,$475.64M,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei
ARL,"American Realty Investors, Inc.",12.39,$198.2M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",11.44,$372M,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara
AMRB,American River Bankshares,13,$76.29M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
AMS,American Shared Hospital Services,2.3317,$13.32M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams
AMSWA,"American Software, Inc.",10.34,$320.09M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
AWR,American States Water Company,64.88,$2.38B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AMSC,American Superconductor Corporation,10.9,$232.87M,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc
AMT,American Tower Corporation (REIT),158.31,$69.73B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,16.01,$485.42M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AWK,American Water Works,89.79,$16.22B,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
AMWD,American Woodmark Corporation,62.28,$1.08B,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",70.96,$480.82M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt
USAS,Americas Silver Corporation,1.845,$80.08M,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/usas
COLD,Americold Realty Trust,25.45,$3.76B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold
APU,"AmeriGas Partners, L.P.",27,$2.51B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",110.73,$15.43B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp
ABCB,Ameris Bancorp,33.08,$1.57B,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",56.27,$1.08B,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.1,$72.76M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28.68,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp
ABC,AmerisourceBergen Corporation (Holding Co),74.22,$15.73B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc
ATLO,Ames National Corporation,26.15,$243.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,195.44,$124.54B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",10.89,$2.06B,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold
ANFI,Amira Nature Foods Ltd,0.4621,$17.52M,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi
AMKR,"Amkor Technology, Inc.",6.6,$1.58B,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr
AMN,AMN Healthcare Services Inc,55.92,$2.62B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",14.84,$4.43B,2018,n/a,n/a,https://www.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,4.24,$52.98M,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap
AMPH,"Amphastar Pharmaceuticals, Inc.",20.63,$951.01M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph
APH,Amphenol Corporation,77.54,$23.36B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph
AMPE,"Ampio Pharmaceuticals, Inc.",0.4303,$45.92M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ampe
IBUY,Amplify Online Retail ETF,41.16,$306.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibuy
APHB,AmpliPhi Biosciences Corporation,0.274,$8.85M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aphb
AXR,AMREP Corporation,6.54,$53.16M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
ASYS,"Amtech Systems, Inc.",4.65,$66.11M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
AME,"AMTEK, Inc.",68.05,$15.8B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
AFSI^A,"AmTrust Financial Services, Inc.",13.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",14.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",14.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",14.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",13.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",20.49,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",20.71,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afst
AMRS,"Amyris, Inc.",3.93,$289.08M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs
APC,Anadarko Petroleum Corporation,46.26,$23.33B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc
ADI,"Analog Devices, Inc.",82.69,$30.61B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi
PLAN,"Anaplan, Inc.",24.1,$3.01B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/plan
ANAB,"AnaptysBio, Inc.",65.4,$1.75B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,1.83,$85.25M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
ANDX,Andeavor Logistics LP,35.49,$8.71B,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx
ANGI,ANGI Homeservices Inc.,15.8,$7.92B,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",21.52,$798.86M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
AU,AngloGold Ashanti Limited,12.8,$5.27B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,69.09,$135.17B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud
ANIP,"ANI Pharmaceuticals, Inc.",48.82,$578.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,34.23,$486.46M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",4,$74.78M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
AXE,Anixter International Inc.,55.48,$1.86B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,10.02,$13.16B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly
NLY^C,Annaly Capital Management Inc,25.2194,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,24.8399,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^d
